,Hourly energy generation in TWh ->,,,,,,,,,,,,,,,,Consumption ->,,,Storage input ->,,,,State of charge ->,,,,Cost ->,,
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,electricity_demand,ElecStr1,ElecStr4,Pump,hydrogen,ElecStr1,ElecStr4,Pump,hydrogen,elec_balance_dual_values,marginal_cost_of_ocgt,marginal_cost_of_ccgt
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,electricity_demand,battery1,battery4,phs,hydrogen,battery1,battery4,phs,hydrogen,,,
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-se,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GW-e,GW-e,GW-e,GW-th,GWh-e,GWh-e,GWh-e,GWh-th,Euros/MWe,Euros/MWe,Euros/MWe
6135,2.6,2.91,39.29,14.46,0.0,2.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,4.48,0.0,4.57,70.83,0.0,0.0,0.0,0.0,27.74,-0.0,49.45,10322.14,18.17,18.17,18.17
6136,2.46,2.85,36.26,6.9,0.0,2.06,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.33,0.0,12.39,0.0,4.57,68.2,0.0,0.0,0.0,0.0,27.74,-0.0,44.73,10317.57,19.18,19.18,19.18
6137,2.28,3.03,38.68,1.24,0.0,1.96,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.94,0.0,12.39,0.0,4.57,65.48,0.0,0.0,0.0,0.0,27.37,-0.0,31.69,10313.01,19.18,19.18,19.18
6138,2.23,3.72,45.91,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,7.94,0.0,4.57,66.71,0.0,0.0,0.0,0.0,26.32,-0.0,18.65,10308.44,18.17,18.17,18.17
6139,2.38,4.78,51.48,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,4.29,0.0,4.57,69.83,0.0,0.0,0.0,0.0,26.32,-0.0,10.3,10303.87,18.17,18.17,18.17
6140,2.75,6.04,53.69,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.34,0.0,4.57,69.88,0.0,0.0,0.0,0.0,26.32,-0.0,5.78,10299.31,18.17,18.17,18.17
6141,2.97,7.59,53.46,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.2,1.37,66.94,0.0,0.0,0.0,0.0,26.32,-0.0,5.43,10294.74,15.53,15.53,15.53
6142,2.9,8.87,51.63,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.15,0.0,62.5,0.0,0.0,0.0,1.58,26.32,-0.0,5.43,10293.38,15.53,15.53,15.53
6143,2.68,9.67,48.5,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.37,0.0,59.71,0.0,0.0,0.0,1.81,26.32,-0.0,5.43,10294.96,15.53,15.53,15.53
6144,2.46,10.52,47.61,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,56.18,5.8,0.0,0.0,0.0,26.32,-0.0,5.43,10296.77,15.53,15.53,15.53
6145,2.21,11.14,46.44,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.44,0.0,52.03,6.55,0.0,0.0,1.88,31.54,-0.0,5.43,10296.77,15.53,15.53,15.53
6146,2.01,11.65,45.46,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.22,0.0,46.32,6.55,0.0,0.0,5.66,37.44,-0.0,5.43,10298.65,15.53,15.53,15.53
6147,1.99,11.85,45.67,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.51,0.0,44.42,6.55,0.0,7.29,1.95,43.33,-0.0,5.43,10304.3,15.53,15.53,15.53
6148,2.1,11.63,45.54,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,43.44,6.55,0.0,10.84,0.0,49.22,-0.0,11.99,10306.25,15.53,15.53,15.53
6149,2.22,11.17,43.88,0.02,0.0,2.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,43.74,6.55,0.0,8.54,0.0,55.12,-0.0,21.75,10306.25,15.53,15.53,15.53
6150,2.28,10.61,38.46,1.89,0.0,2.57,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,47.6,6.55,0.0,0.53,0.0,61.01,-0.0,29.44,10306.25,15.53,15.53,15.53
6151,2.16,10.19,32.09,7.02,0.0,2.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,52.06,0.93,0.0,0.0,0.0,66.91,-0.0,29.92,10306.25,15.53,15.53,15.53
6152,2.08,10.3,32.13,13.89,0.0,2.84,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,55.65,0.0,0.0,10.54,0.0,67.74,-0.0,29.92,10306.25,15.53,15.53,15.53
6153,2.3,9.85,34.36,19.8,0.0,3.06,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,58.71,6.55,0.0,2.99,0.0,67.74,-0.0,39.4,10301.68,15.53,15.53,15.53
6154,2.33,8.33,32.89,23.91,0.0,2.92,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,60.51,6.55,0.0,8.29,0.0,73.64,-0.0,42.09,10301.68,15.53,15.53,15.53
6155,2.32,6.71,29.23,24.97,0.0,2.91,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,62.37,2.64,0.0,0.0,0.0,79.53,-0.0,49.55,10297.12,15.53,15.53,15.53
6156,2.38,5.48,25.11,23.03,0.0,3.09,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,0.0,4.57,63.16,0.9,0.0,0.0,0.0,81.9,-0.0,49.55,10297.12,15.53,15.53,15.53
6157,2.6,4.93,20.8,19.7,0.0,3.03,0.0,0.0,0.0,0.0,0.0,4.96,3.14,7.2,0.0,0.05,0.0,10.07,66.41,0.0,0.0,0.0,0.0,82.71,0.0,49.55,10292.55,40.55,40.55,40.55
6158,2.83,4.95,16.33,15.31,0.0,2.95,0.0,0.0,0.0,0.0,0.0,4.96,3.69,7.2,0.0,11.62,0.0,11.03,69.82,0.0,0.0,0.0,0.0,74.71,0.0,49.5,10282.48,40.55,40.55,40.55
6159,3.03,5.44,12.75,10.32,0.0,2.97,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,-0.0,11.76,0.0,24.57,69.83,0.0,0.0,0.0,0.0,66.71,0.0,37.27,10271.45,40.55,40.55,40.55
6160,3.16,5.96,11.2,4.76,0.0,3.0,3.08,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,12.39,0.0,24.57,67.11,0.0,0.0,0.0,0.0,58.71,0.0,24.89,10246.89,40.55,40.55,40.55
6161,3.17,6.58,12.9,0.7,0.0,3.01,12.86,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,2.21,0.0,24.57,64.98,0.0,0.0,0.0,0.0,50.71,0.0,11.85,10222.32,40.55,40.55,40.55
6162,3.13,7.47,18.04,0.0,0.0,3.05,10.85,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,0.0,0.0,24.57,66.1,0.0,0.0,0.0,0.0,42.71,0.0,9.53,10197.75,40.55,40.55,40.55
6163,3.01,8.17,24.55,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,6.78,0.0,24.57,69.22,0.0,0.0,0.0,0.0,34.71,0.0,9.53,10173.19,40.55,40.55,40.55
6164,2.8,8.68,29.33,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,2.28,0.0,24.57,69.77,0.0,0.0,0.0,0.0,26.71,-0.0,2.4,10148.62,40.55,40.55,40.55
6165,2.52,9.33,31.94,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,4.96,7.94,7.2,0.0,0.0,0.0,18.49,66.93,0.0,0.0,0.0,0.0,18.71,-0.0,0.0,10124.06,40.55,40.55,40.55
6166,2.36,10.27,33.67,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,4.96,1.38,7.2,-0.0,0.0,0.0,6.99,62.82,0.0,0.0,0.0,0.0,10.71,-0.0,0.0,10105.57,40.55,40.55,40.55
6167,2.38,11.22,35.11,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,4.96,0.0,2.44,0.0,0.0,0.0,4.57,59.13,0.0,0.0,0.0,0.0,2.71,0.0,0.0,10098.59,19.18,19.18,19.18
6168,2.4,11.9,36.42,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.74,0.83,53.66,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,10094.02,15.53,15.53,15.53
6169,2.41,12.68,38.4,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,48.96,6.15,0.0,0.0,0.0,0.0,0.0,0.0,10093.19,15.53,15.53,15.53
6170,2.42,13.49,40.22,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.49,0.0,43.13,0.0,0.0,0.0,10.92,5.54,0.0,0.0,10093.19,15.53,15.53,15.53
6171,2.46,14.22,42.3,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,17.55,0.0,40.91,2.32,0.0,0.0,12.98,5.54,0.0,0.0,10104.11,15.53,15.53,15.53
6172,2.49,14.63,43.98,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,16.54,0.0,40.12,6.55,0.0,0.0,11.98,7.62,0.0,0.0,10117.1,15.53,15.53,15.53
6173,2.53,14.87,45.09,0.06,0.0,2.67,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,17.63,0.0,40.12,6.55,0.0,0.0,13.07,13.52,0.0,0.0,10129.07,15.53,15.53,15.53
6174,2.66,14.88,43.79,2.98,0.0,2.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,9.61,0.0,40.19,6.55,0.0,12.39,5.05,19.41,0.0,0.0,10142.14,15.53,15.53,15.53
6175,2.88,14.94,42.5,9.76,0.0,2.59,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.96,0.0,41.8,6.55,0.0,0.0,17.39,25.3,0.0,11.15,10147.19,15.53,15.53,15.53
6176,3.2,15.46,47.1,17.39,0.0,2.78,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,45.61,6.55,-0.0,2.87,22.34,31.2,0.0,11.15,10164.58,15.53,15.53,15.53
6177,3.3,15.39,48.98,24.12,0.0,2.87,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,49.62,1.74,-0.0,12.39,22.34,37.09,0.0,13.73,10186.92,15.53,15.53,15.53
6178,3.3,15.18,49.03,29.02,0.0,2.84,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,52.3,6.55,0.0,9.6,22.34,38.65,0.0,24.88,10209.26,15.53,15.53,15.53
6179,3.33,14.95,48.85,31.25,0.0,2.9,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,55.34,6.55,-0.0,8.49,22.34,44.55,0.0,33.52,10231.59,15.53,15.53,15.53
6180,3.39,14.89,48.5,30.62,0.0,2.88,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,59.96,6.55,0.0,2.87,22.34,50.44,0.0,41.16,10253.93,15.53,15.53,15.53
6181,3.5,14.95,47.79,26.47,0.0,2.74,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,23.67,0.0,62.3,6.55,0.0,0.0,19.11,56.33,0.0,43.74,10276.27,15.53,15.53,15.53
6182,3.66,15.0,45.48,19.7,0.0,2.73,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.72,0.0,65.36,6.55,0.0,0.0,10.15,62.23,0.0,43.74,10295.38,15.53,15.53,15.53
6183,3.82,15.05,42.88,12.3,0.0,2.55,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,12.34,0.0,65.1,0.0,0.0,0.0,7.77,68.12,0.0,43.74,10305.53,15.53,15.53,15.53
6184,4.03,15.25,42.07,5.74,0.0,2.64,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.79,0.0,62.97,0.0,0.0,0.0,4.23,68.12,0.0,43.74,10313.3,15.53,15.53,15.53
6185,4.29,15.79,43.25,0.99,0.0,2.7,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.13,0.43,59.93,6.55,0.0,0.0,0.0,68.12,0.0,43.74,10317.53,15.53,15.53,15.53
6186,4.44,16.23,43.95,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.18,0.0,58.77,6.55,0.0,0.0,0.62,74.01,0.0,43.74,10317.1,15.53,15.53,15.53
6187,4.54,16.23,42.46,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.07,2.49,61.54,6.55,0.0,0.0,0.0,79.91,0.0,43.74,10317.71,15.53,15.53,15.53
6188,4.57,15.84,39.87,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,64.28,3.95,0.0,0.0,0.0,85.8,0.0,43.74,10315.22,15.53,15.53,15.53
6189,4.59,15.47,38.31,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.0,1.57,62.38,0.0,0.0,0.0,0.0,89.35,0.0,43.74,10310.65,15.53,15.53,15.53
6190,4.6,15.16,36.86,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,58.92,5.44,0.0,0.0,0.0,89.35,0.0,43.74,10309.09,15.53,15.53,15.53
6191,4.56,14.69,35.03,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.98,0.59,56.71,0.0,0.0,0.0,0.0,94.25,0.0,43.74,10304.52,15.53,15.53,15.53
6192,4.56,14.08,33.36,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,51.71,6.55,0.0,1.25,0.0,94.25,0.0,43.74,10303.93,15.53,15.53,15.53
6193,4.5,13.54,30.82,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.29,2.27,46.53,6.55,0.0,0.0,0.0,100.14,0.0,44.87,10299.37,15.53,15.53,15.53
6194,4.43,12.97,28.18,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.79,0.0,41.03,0.0,0.0,0.0,4.22,106.03,0.0,44.87,10297.09,15.53,15.53,15.53
6195,4.38,12.54,26.46,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.82,0.75,38.88,6.55,0.0,0.0,0.0,106.03,0.0,44.87,10301.31,15.53,15.53,15.53
6196,4.33,12.08,24.97,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.06,0.0,37.72,0.0,0.0,0.0,3.49,111.93,0.0,44.87,10300.56,15.53,15.53,15.53
6197,4.22,11.51,23.37,0.04,0.0,2.2,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.75,0.0,37.29,0.0,0.0,0.0,2.19,111.93,0.0,44.87,10304.06,15.53,15.53,15.53
6198,4.01,10.93,20.72,3.32,0.0,2.2,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.45,2.12,36.33,6.55,0.0,0.0,0.0,111.93,0.0,44.87,10306.25,15.53,15.53,15.53
6199,3.76,10.39,18.29,11.21,0.0,2.32,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.38,0.0,37.21,6.55,0.0,0.0,0.81,117.82,0.0,44.87,10304.13,15.53,15.53,15.53
6200,3.6,10.15,19.22,20.66,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.43,0.0,40.62,0.0,0.0,0.0,10.86,123.71,0.0,44.87,10304.94,15.53,15.53,15.53
6201,3.35,9.68,18.36,29.41,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,12.89,0.0,44.8,6.55,0.0,0.0,8.33,123.71,0.0,44.87,10315.81,15.53,15.53,15.53
6202,3.06,9.05,16.65,34.95,0.0,2.85,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,12.44,0.0,48.37,6.55,0.0,0.0,7.88,129.61,0.0,44.87,10324.13,15.53,15.53,15.53
6203,2.8,8.53,15.53,36.66,0.0,2.91,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.61,0.0,52.04,0.0,0.0,5.2,6.04,135.5,0.0,44.87,10332.01,15.53,15.53,15.53
6204,2.57,8.2,15.17,35.06,0.0,2.98,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.68,0.0,57.37,0.0,0.0,0.0,4.12,135.5,0.0,49.55,10338.05,15.53,15.53,15.53
6205,2.44,7.91,15.44,31.5,0.0,2.95,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.9,0.67,60.0,0.0,0.0,0.0,0.0,135.5,0.0,49.55,10342.17,15.53,15.53,15.53
6206,2.43,7.65,16.01,25.29,0.0,2.81,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.74,0.0,0.0,0.0,4.57,62.89,0.0,0.0,0.0,0.0,135.5,0.0,49.55,10341.5,40.55,40.55,40.55
6207,2.47,7.54,16.88,16.95,0.0,2.74,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,4.4,0.0,4.57,63.14,0.0,0.0,0.0,0.0,131.35,0.0,49.55,10336.93,40.55,40.55,40.55
6208,2.49,7.55,17.89,7.84,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,10.32,7.2,0.0,0.0,0.0,22.68,61.02,0.0,0.0,0.0,0.0,123.35,0.0,44.92,10332.37,40.55,40.55,40.55
6209,2.4,7.53,19.62,1.45,0.0,2.8,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.25,0.0,4.57,58.21,0.0,0.0,0.0,0.0,115.35,0.0,44.92,10309.69,40.55,40.55,40.55
6210,2.24,7.59,22.25,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,9.72,0.0,4.57,56.63,0.0,0.0,0.0,0.0,107.35,0.0,32.02,10305.12,40.55,40.55,40.55
6211,1.97,7.37,23.11,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,1.57,0.0,24.57,60.34,0.0,0.0,0.0,0.0,99.35,0.0,21.79,10300.56,40.55,40.55,40.55
6212,1.75,6.83,24.08,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,4.98,0.0,24.57,64.14,0.0,0.0,0.0,0.0,91.35,0.0,20.14,10275.99,40.55,40.55,40.55
6213,1.62,5.96,24.91,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,4.96,3.18,7.2,0.0,11.64,0.0,10.14,62.38,0.0,0.0,0.0,0.0,83.35,0.0,14.9,10251.43,40.55,40.55,40.55
6214,1.65,5.1,25.57,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,11.12,7.2,0.0,0.0,0.0,24.08,58.36,0.0,0.0,0.0,0.0,75.35,0.0,2.64,10241.28,40.55,40.55,40.55
6215,1.75,4.5,26.14,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,4.96,6.35,7.2,0.0,2.51,0.0,15.71,56.14,0.0,0.0,0.0,0.0,67.35,0.0,2.64,10217.2,40.55,40.55,40.55
6216,1.86,4.1,27.01,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,4.96,3.76,7.2,0.0,0.0,0.0,11.17,51.55,0.0,0.0,0.0,0.0,59.35,0.0,0.0,10201.5,40.55,40.55,40.55
6217,1.95,3.78,27.64,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,4.96,0.0,6.09,0.0,0.0,0.0,4.57,46.88,0.0,0.0,0.0,0.0,51.35,0.0,0.0,10190.33,40.55,40.55,40.55
6218,2.04,3.57,28.05,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,41.06,0.2,0.0,0.0,0.0,44.59,0.0,0.0,10185.76,32.84,32.84,32.84
6219,2.16,3.48,28.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,39.23,1.49,0.0,0.46,0.0,44.77,0.0,0.0,10181.2,32.84,32.84,32.84
6220,2.26,3.59,28.13,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,39.01,2.48,0.0,0.0,0.0,46.1,0.0,0.42,10176.63,32.84,32.84,32.84
6221,2.35,4.0,28.44,0.03,0.0,2.59,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,40.81,1.56,0.0,0.0,0.0,48.33,0.0,0.42,10172.06,32.84,32.84,32.84
6222,2.43,4.53,26.09,4.83,0.0,2.65,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.4,0.0,4.57,45.88,0.0,0.0,0.0,0.0,49.73,0.0,0.42,10167.5,38.42,38.42,38.42
6223,2.35,4.67,23.18,17.06,0.0,2.74,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,50.98,3.98,0.0,0.0,0.0,49.73,0.0,0.0,10162.93,32.84,32.84,32.84
6224,2.34,5.05,24.68,30.75,0.0,2.96,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,7.08,0.0,54.74,6.55,0.0,0.0,2.52,53.32,0.0,0.0,10158.37,15.53,15.53,15.53
6225,2.33,5.26,25.32,42.07,0.0,3.1,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,7.26,0.0,57.9,6.55,0.0,8.9,2.69,59.21,0.0,0.0,10160.88,15.53,15.53,15.53
6226,2.24,5.14,25.53,49.14,0.0,3.35,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.86,0.0,59.6,6.55,0.0,12.39,4.29,65.1,0.0,8.01,10163.57,15.53,15.53,15.53
6227,2.19,4.95,26.1,52.19,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.52,0.0,60.93,6.55,0.0,12.39,5.95,71.0,0.0,19.16,10167.86,15.53,15.53,15.53
6228,2.18,4.62,26.87,51.27,0.0,3.63,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.33,0.0,63.49,6.55,0.0,12.39,3.76,76.89,0.0,30.31,10173.81,15.53,15.53,15.53
6229,2.16,4.24,27.59,46.43,0.0,3.49,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,67.24,6.55,0.0,8.99,0.0,82.78,0.0,41.46,10177.58,15.53,15.53,15.53
6230,2.15,4.01,28.14,37.35,0.0,3.72,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.33,2.24,70.68,6.55,0.0,0.0,0.0,88.68,0.0,49.55,10177.58,15.53,15.53,15.53
6231,2.2,4.17,29.09,24.5,0.0,3.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.94,0.0,1.28,0.0,4.57,70.79,0.0,0.0,0.0,0.0,94.57,0.0,49.55,10175.34,40.55,40.55,40.55
6232,2.23,4.32,28.92,11.73,0.0,3.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,5.21,0.0,4.57,68.12,0.0,0.0,0.0,0.0,93.53,0.0,48.21,10170.78,40.55,40.55,40.55
6233,2.18,4.23,27.44,1.99,0.0,3.52,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,2.5,0.0,24.57,65.42,0.0,0.0,0.0,0.0,85.53,-0.0,42.72,10166.21,40.55,40.55,40.55
6234,2.19,4.23,28.26,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,5.0,0.0,24.57,66.67,0.0,0.0,0.0,0.0,77.53,-0.0,40.09,10141.64,40.55,40.55,40.55
6235,2.24,4.35,27.91,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,4.96,7.79,7.2,-0.0,12.39,0.0,18.23,70.32,0.0,0.0,0.0,0.0,69.53,-0.0,34.82,10117.08,40.55,40.55,40.55
6236,2.25,4.62,26.9,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,4.96,9.98,7.2,0.0,10.91,0.0,22.07,70.51,0.0,0.0,0.0,0.0,61.53,0.0,21.78,10098.84,40.55,40.55,40.55
6237,2.21,4.87,25.95,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,4.96,11.28,7.2,0.0,6.93,0.0,24.35,66.86,0.0,0.0,0.0,0.0,53.53,0.0,10.3,10076.77,40.55,40.55,40.55
6238,2.16,5.17,25.54,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,2.53,0.0,24.57,62.19,0.0,0.0,0.0,0.0,45.53,0.0,3.01,10052.43,40.55,40.55,40.55
6239,2.11,5.5,25.05,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,0.33,0.0,24.57,59.87,0.0,0.0,0.0,0.0,37.53,0.0,0.35,10027.86,40.55,40.55,40.55
6240,2.04,5.87,24.91,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,4.96,7.81,7.2,0.0,0.0,0.0,18.27,56.14,0.0,0.0,0.0,0.0,29.53,0.0,0.0,10003.29,40.55,40.55,40.55
6241,1.99,6.25,25.28,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,4.96,10.22,0.0,0.0,0.0,0.0,22.5,51.84,0.0,0.0,0.0,0.0,21.53,0.0,0.0,9985.03,40.55,40.55,40.55
