,Generation ->,,,,,,,,,,,,,,,,Consumption ->,,,,Storage input ->,,,,State of charge ->,,,,Dual Value,Reserves ->
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,SC,electricity_demand,pump,elecStr1,elecStr4,hydrogen,pump,elecStr1,elecStr4,hydrogen,elec balance,lake,phs,ocgt,ccgt,nuc,h2_ccgt,SC
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,synchronous condenser,electricity_demand,phs,battery1,battery4,hydrogen,phs,battery1,battery4,hydrogen,,lake and reservoirs,pumped hydroelectric energy storage,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,synchronous condenser
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GWe,GWe,GWe,GWth,GWe,GWe,GWe,GWth,Euros/MWe
90,3.24,13.66,50.62,0.0,0.0,4.04,0.0,0.0,14.29,0.0,8.15,4.96,9.52,0.0,0.0,0.0,0.0,21.26,0.0,94.19,0.0,0.0,0.0,0.0,77.06,0.0,49.55,12756.99,162.79,0.0,7.2,1.37,0.0,0.0,0.0,0.0
91,3.0,13.32,47.55,0.0,0.0,4.39,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,4.98,0.0,24.57,0.0,97.75,0.0,0.0,0.0,0.0,77.06,0.0,49.55,12735.72,200.98,0.0,7.2,1.41,0.0,0.0,0.0,0.0
92,2.76,12.94,44.19,0.0,0.0,4.35,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,7.18,0.0,24.57,0.0,95.92,0.0,0.0,0.0,0.0,77.06,0.0,44.31,12711.16,200.98,0.0,7.2,1.39,0.0,0.0,0.0,0.0
93,2.45,12.37,39.17,0.0,0.0,4.2,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,9.48,0.0,24.57,0.0,92.18,0.0,0.0,0.0,0.0,77.06,0.0,36.75,12686.59,200.98,0.0,7.2,1.35,0.0,0.0,0.0,0.0
94,2.08,11.81,35.04,0.0,0.0,4.14,10.22,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,87.79,0.0,0.0,0.0,0.0,77.06,0.0,26.77,12662.03,200.98,0.0,7.2,1.3,0.0,0.0,0.0,0.0
95,1.77,11.25,32.28,0.0,0.0,4.23,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,11.46,0.0,24.57,0.0,85.49,0.0,0.0,0.0,0.0,77.06,0.0,26.77,12637.46,200.98,0.0,7.2,1.27,0.0,0.0,0.0,0.0
96,1.54,10.63,31.75,0.0,0.0,4.23,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,11.0,0.0,24.57,0.0,83.65,0.0,0.0,0.0,0.0,77.06,0.0,14.71,12612.9,200.98,0.0,7.2,1.25,0.0,0.0,0.0,0.0
97,1.39,10.27,32.05,0.0,0.0,4.08,0.0,0.0,14.29,0.0,8.15,4.96,11.4,4.92,0.0,2.98,0.0,24.57,0.0,80.2,0.0,0.0,0.0,0.0,77.06,0.0,3.13,12588.33,200.98,0.0,2.28,6.14,0.0,0.0,0.0,0.0
98,1.32,10.15,33.36,0.0,0.0,3.92,0.0,5.49,14.29,2.2,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,75.45,0.0,0.0,0.0,0.0,71.59,0.0,0.0,12563.77,200.98,0.0,7.2,1.16,0.0,0.0,0.0,0.0
99,1.41,10.12,33.26,0.0,0.0,3.9,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.62,0.0,0.0,0.0,24.57,0.0,73.81,0.0,0.0,0.0,0.0,71.59,0.0,0.0,12539.2,200.98,0.0,6.58,1.77,0.0,0.0,0.0,0.0
100,1.57,10.22,33.86,0.0,0.0,3.79,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,72.75,0.0,0.0,1.21,0.0,70.9,0.0,0.0,12514.63,171.84,0.0,7.2,1.13,0.0,0.0,0.0,0.0
101,1.72,10.33,33.91,0.0,0.0,3.77,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,72.52,0.0,0.0,1.71,0.0,70.9,0.0,1.09,12490.07,171.84,0.0,7.2,1.13,0.0,0.0,0.0,0.0
102,1.9,10.46,33.86,0.0,0.0,3.81,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,73.59,0.0,0.0,0.94,0.0,70.9,0.0,2.63,12465.5,171.84,0.0,7.2,1.14,0.0,0.0,0.0,0.0
103,2.1,10.72,33.74,1.14,0.0,4.08,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,1.44,0.0,24.57,0.0,77.72,0.0,0.0,0.0,0.0,70.9,0.0,3.47,12440.94,200.98,0.0,7.2,1.19,0.0,0.0,0.0,0.0
104,2.19,10.87,32.32,10.6,0.0,4.43,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,81.26,0.0,0.0,3.66,0.0,70.9,0.0,1.96,12416.37,171.84,0.0,7.2,1.23,0.0,0.0,0.0,0.0
105,2.03,10.4,30.88,21.7,0.0,4.48,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,83.91,0.0,0.0,10.1,0.0,70.9,0.0,5.25,12391.81,171.84,0.0,7.2,1.26,0.0,0.0,0.0,0.0
106,1.73,9.52,30.97,30.38,0.0,4.56,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,84.9,4.39,0.0,12.39,0.0,70.9,0.0,14.34,12367.24,162.79,0.0,7.2,1.27,0.0,0.0,0.0,0.0
107,1.49,8.37,29.69,35.46,0.0,4.57,0.0,0.0,14.29,0.0,8.15,4.96,4.77,0.0,0.0,0.0,0.0,12.93,0.0,85.06,0.0,0.0,12.39,0.0,74.85,0.0,25.49,12342.68,162.79,0.0,7.2,1.27,0.0,0.0,0.0,0.0
108,1.22,7.12,26.61,34.23,0.0,4.73,0.0,0.0,14.29,0.0,8.15,4.96,10.48,0.0,0.0,0.0,0.0,22.95,0.0,85.1,0.0,0.0,12.39,0.0,74.85,0.0,36.64,12329.74,162.79,0.0,7.2,1.27,0.0,0.0,0.0,0.0
109,1.08,6.53,23.57,28.1,0.0,4.52,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,86.47,0.0,0.0,1.84,0.0,74.85,0.0,47.79,12306.79,171.84,0.0,7.2,1.29,0.0,0.0,0.0,0.0
110,1.04,6.48,21.51,18.14,0.0,4.44,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,10.84,0.0,24.57,0.0,86.94,0.0,0.0,0.0,0.0,74.85,0.0,49.44,12282.23,200.98,0.0,7.2,1.29,0.0,0.0,0.0,0.0
111,1.28,7.2,25.23,6.47,0.0,4.31,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,3.32,0.0,24.57,0.0,85.17,0.0,0.0,0.0,0.0,74.85,0.0,38.03,12257.66,200.98,0.0,7.2,1.27,0.0,0.0,0.0,0.0
112,1.86,8.54,31.87,0.08,0.0,4.28,12.04,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,83.18,0.0,0.0,0.0,0.0,74.85,0.0,34.53,12233.09,200.98,0.0,7.2,1.25,0.0,0.0,0.0,0.0
113,2.55,9.79,34.5,0.0,0.0,4.28,10.13,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.75,0.0,0.0,0.0,0.0,74.85,0.0,34.53,12208.53,200.98,0.0,7.2,1.28,0.0,0.0,0.0,0.0
114,3.12,10.63,34.49,0.0,0.0,4.69,0.0,10.14,14.29,4.06,8.15,4.96,11.4,7.2,0.0,3.02,0.0,24.57,0.0,91.7,0.0,0.0,0.0,0.0,74.85,0.0,34.53,12183.96,200.98,0.0,0.0,8.54,0.0,0.0,0.0,0.0
115,3.41,10.58,32.88,0.0,0.0,5.02,11.48,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,6.95,0.0,24.57,0.0,94.82,0.0,0.0,0.0,0.0,66.85,0.0,31.35,12159.4,200.98,1.38,7.2,0.0,0.0,0.0,0.0,0.0
116,3.6,10.02,30.77,0.0,0.0,4.94,11.49,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,7.97,0.0,24.57,0.0,93.31,0.0,0.0,0.0,0.0,66.85,0.0,24.03,12134.83,200.98,1.36,7.2,0.0,0.0,0.0,0.0,0.0
117,3.71,9.39,28.63,0.0,0.0,4.5,11.53,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,7.98,0.0,24.57,0.0,90.25,0.0,0.0,0.0,0.0,66.85,0.0,15.64,12110.27,200.98,1.33,7.2,0.0,0.0,0.0,0.0,0.0
118,3.79,8.75,26.66,0.0,0.0,4.34,11.57,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,6.88,0.0,24.57,0.0,86.49,0.0,0.0,0.0,0.0,66.85,0.0,7.24,12085.7,200.98,1.29,7.2,0.0,0.0,0.0,0.0,0.0
119,3.84,8.16,25.17,0.0,0.0,4.44,0.0,25.84,14.29,10.34,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,83.65,0.0,0.0,0.0,0.0,66.85,0.0,0.0,12061.13,200.98,0.0,0.0,8.45,0.0,0.0,0.0,0.0
120,3.85,7.81,24.55,0.0,0.0,4.36,11.73,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,76.8,0.0,0.0,0.0,0.0,58.85,0.0,0.0,12036.57,200.98,0.0,7.2,1.18,0.0,0.0,0.0,0.0
121,3.88,7.91,24.34,0.0,0.0,4.11,8.56,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,73.31,0.0,0.0,0.0,0.0,58.85,0.0,0.0,12012.0,200.98,0.0,7.2,1.14,0.0,0.0,0.0,0.0
122,3.9,8.45,24.21,0.0,0.0,4.02,0.0,0.0,14.29,0.0,8.15,4.96,11.4,3.21,0.0,0.0,0.0,24.57,0.0,68.29,0.0,0.0,0.0,0.0,58.85,0.0,0.0,11987.44,200.98,0.0,3.99,4.29,0.0,0.0,0.0,0.0
123,3.92,9.25,24.34,0.0,0.0,3.98,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.76,0.0,0.0,0.0,24.57,0.0,66.76,0.0,0.0,0.0,0.0,55.29,0.0,0.0,11962.87,200.98,0.0,6.44,1.83,0.0,0.0,0.0,0.0
124,3.96,10.03,25.01,0.0,0.0,3.91,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,66.3,0.0,0.0,1.12,0.0,54.44,0.0,0.0,11938.31,162.79,0.0,7.2,1.06,0.0,0.0,0.0,0.0
125,4.03,10.7,26.38,0.0,0.0,3.85,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,66.69,0.0,0.0,2.77,0.0,54.44,0.0,1.01,11913.74,162.79,0.0,7.2,1.07,0.0,0.0,0.0,0.0
126,4.12,11.26,28.4,0.0,0.0,3.85,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,67.21,0.0,0.0,4.93,0.0,54.44,0.0,3.5,11889.18,162.79,0.0,7.2,1.07,0.0,0.0,0.0,0.0
127,4.15,11.46,29.88,0.33,0.0,4.03,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,68.35,6.0,0.0,0.0,0.0,54.44,0.0,7.93,11864.61,162.79,0.0,7.2,1.09,0.0,0.0,0.0,0.0
128,4.16,11.35,29.73,6.74,0.0,4.29,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,71.2,6.55,0.0,3.04,0.0,59.84,0.0,7.93,11840.04,162.79,0.0,7.2,1.12,0.0,0.0,0.0,0.0
129,4.03,10.7,28.0,16.31,0.0,4.51,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,74.77,6.55,0.0,6.73,0.0,65.74,0.0,10.66,11815.48,162.79,0.0,7.2,1.16,0.0,0.0,0.0,0.0
130,3.91,10.12,28.23,23.56,0.0,4.58,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,77.18,5.34,0.0,12.39,0.0,71.63,0.0,16.73,11790.91,162.79,0.0,7.2,1.18,0.0,0.0,0.0,0.0
131,3.85,9.9,28.56,26.79,0.0,4.65,0.0,0.0,14.29,0.0,8.15,4.96,4.39,0.0,0.0,0.0,0.0,12.26,0.0,79.12,6.55,0.0,5.58,0.0,76.44,0.0,27.88,11766.35,162.79,0.0,7.2,1.2,0.0,0.0,0.0,0.0
132,3.85,9.99,27.99,25.92,0.0,4.58,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,81.89,2.55,0.0,12.39,0.0,82.33,0.0,32.9,11754.08,162.79,0.0,7.2,1.23,0.0,0.0,0.0,0.0
133,3.85,10.42,28.2,21.55,0.0,4.51,0.0,0.0,14.29,0.0,8.15,4.96,8.89,0.0,0.0,0.0,0.0,20.16,0.0,83.98,6.55,0.0,0.0,0.0,84.63,0.0,44.05,11729.52,162.79,0.0,7.2,1.26,0.0,0.0,0.0,0.0
134,3.8,11.19,29.14,13.64,0.0,4.44,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,84.51,0.0,0.0,2.2,0.0,90.52,0.0,44.05,11709.36,162.79,0.0,7.2,1.26,0.0,0.0,0.0,0.0
135,3.77,12.39,35.55,4.33,0.0,4.32,0.0,0.0,14.29,0.0,8.15,4.96,8.94,0.0,0.0,0.0,0.0,20.24,0.0,82.4,0.0,0.0,0.0,0.0,90.52,0.0,46.03,11684.79,162.79,0.0,7.2,1.24,0.0,0.0,0.0,0.0
136,3.87,13.53,44.06,0.02,0.0,4.33,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,79.85,6.55,0.0,3.91,0.0,90.52,0.0,46.03,11664.55,162.79,0.0,7.2,1.21,0.0,0.0,0.0,0.0
137,3.96,13.93,45.78,0.0,0.0,4.23,0.0,0.0,14.29,0.0,8.15,4.96,5.65,0.0,0.0,0.0,0.0,14.48,0.0,80.12,6.55,0.0,0.0,0.0,96.41,0.0,49.55,11639.98,162.79,0.0,7.2,1.22,0.0,0.0,0.0,0.0
138,4.0,13.73,43.84,0.0,0.0,4.57,0.0,0.0,14.29,0.0,8.15,4.96,11.33,0.0,0.0,0.0,0.0,24.44,0.0,84.02,6.55,0.0,0.0,0.0,102.31,0.0,49.55,11625.5,162.79,0.0,7.2,1.26,0.0,0.0,0.0,0.0
139,3.96,13.18,40.63,0.0,0.0,4.88,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.42,0.0,24.57,0.0,87.59,0.0,0.0,0.0,0.0,108.2,0.0,49.55,11601.06,200.98,0.0,7.2,1.3,0.0,0.0,0.0,0.0
140,3.84,12.33,37.32,0.0,0.0,4.88,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,4.87,0.0,24.57,0.0,87.74,0.0,0.0,0.0,0.0,108.2,0.0,49.11,11576.5,200.98,0.0,7.2,1.3,0.0,0.0,0.0,0.0
141,3.57,11.34,34.39,0.0,0.0,4.5,0.0,0.0,14.29,0.0,8.15,4.96,11.4,6.57,0.0,0.0,0.0,24.57,0.0,84.89,0.0,0.0,0.0,0.0,108.2,0.0,43.98,11551.93,200.98,0.0,0.63,7.84,0.0,0.0,0.0,0.0
142,3.22,10.17,31.75,0.0,0.0,4.33,7.91,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,81.88,0.0,0.0,0.0,0.0,100.9,0.0,43.98,11527.37,200.98,0.0,7.2,1.23,0.0,0.0,0.0,0.0
143,2.87,8.91,28.91,0.0,0.0,4.26,0.0,28.23,14.29,11.29,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,80.74,0.0,0.0,0.0,0.0,100.9,0.0,43.98,11502.8,200.98,0.0,7.2,1.22,0.0,0.0,0.0,0.0
144,2.6,7.94,26.6,0.0,0.0,4.29,0.0,1.24,14.29,0.5,8.15,4.96,11.4,0.0,0.0,10.65,0.0,24.57,0.0,77.08,0.0,0.0,0.0,0.0,100.9,0.0,43.98,11478.24,200.98,0.0,7.2,1.18,0.0,0.0,0.0,0.0
145,2.49,7.4,24.94,0.0,0.0,4.15,9.84,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,73.33,0.0,0.0,0.0,0.0,100.9,0.0,32.77,11453.67,200.98,0.0,7.2,1.14,0.0,0.0,0.0,0.0
146,2.5,7.08,24.01,0.0,0.0,4.0,6.24,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,68.34,0.0,0.0,0.0,0.0,100.9,0.0,32.77,11429.1,200.98,0.0,7.2,1.09,0.0,0.0,0.0,0.0
147,2.6,6.91,23.58,0.0,0.0,3.89,4.92,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,66.4,0.0,0.0,0.0,0.0,100.9,0.0,32.77,11404.54,200.98,0.0,7.2,1.06,0.0,0.0,0.0,0.0
148,2.67,6.75,23.31,0.0,0.0,3.82,4.17,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,65.22,0.0,0.0,0.0,0.0,100.9,0.0,32.77,11379.97,200.98,0.0,7.2,1.05,0.0,0.0,0.0,0.0
149,2.68,6.52,23.57,0.0,0.0,3.73,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,3.79,0.0,24.57,0.0,64.8,0.0,0.0,0.0,0.0,100.9,0.0,32.77,11355.41,200.98,0.0,7.2,1.05,0.0,0.0,0.0,0.0
150,2.63,6.22,23.98,0.0,0.0,3.77,0.0,6.69,14.29,2.68,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,63.78,0.0,0.0,0.0,0.0,100.9,0.0,28.78,11330.84,200.98,0.0,7.2,1.04,0.0,0.0,0.0,0.0
151,2.52,5.88,24.09,0.21,0.0,4.1,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,2.49,0.0,24.57,0.0,63.8,0.0,0.0,0.0,0.0,100.9,0.0,28.78,11306.28,200.98,0.0,7.2,1.04,0.0,0.0,0.0,0.0
152,2.39,5.56,23.05,5.18,0.0,4.47,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.01,0.0,24.57,0.0,65.16,0.0,0.0,0.0,0.0,100.9,0.0,26.15,11281.71,200.98,0.0,7.2,1.05,0.0,0.0,0.0,0.0
153,2.24,5.03,20.02,13.68,0.0,4.64,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,67.97,0.0,0.0,2.14,0.0,100.9,0.0,26.15,11257.15,171.84,0.0,7.2,1.08,0.0,0.0,0.0,0.0
154,2.03,4.13,18.78,21.65,0.0,4.71,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,70.78,0.0,0.0,5.03,0.0,100.9,0.0,28.07,11232.58,171.84,0.0,7.2,1.11,0.0,0.0,0.0,0.0
155,1.87,3.37,17.64,25.68,0.0,4.69,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,73.38,0.0,0.0,4.37,0.0,100.9,0.0,32.59,11208.01,171.84,0.0,7.2,1.14,0.0,0.0,0.0,0.0
156,1.78,3.04,16.97,24.81,0.0,4.62,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,1.07,0.0,24.57,0.0,76.81,0.0,0.0,0.0,0.0,100.9,0.0,36.53,11183.45,200.98,0.0,7.2,1.18,0.0,0.0,0.0,0.0
157,1.79,3.27,17.48,20.44,0.0,4.65,0.0,0.0,14.29,0.0,8.15,4.96,11.4,6.69,0.0,0.0,0.0,24.57,0.0,78.82,0.0,0.0,0.0,0.0,100.9,0.0,35.4,11158.88,200.98,0.0,0.51,7.89,0.0,0.0,0.0,0.0
158,1.83,4.03,19.84,11.68,0.0,4.4,12.86,1.06,14.29,0.43,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,79.57,0.0,0.0,0.0,0.0,93.47,0.0,35.4,11134.32,200.98,0.0,7.2,1.21,0.0,0.0,0.0,0.0
159,2.0,5.54,27.2,2.88,0.0,4.27,11.9,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,78.29,0.0,0.0,0.0,0.0,93.47,0.0,35.4,11109.75,200.98,0.0,7.2,1.2,0.0,0.0,0.0,0.0
160,2.2,7.12,35.87,0.01,0.0,4.22,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,1.66,0.0,24.57,0.0,75.58,0.0,0.0,0.0,0.0,93.47,0.0,35.4,11085.19,200.98,0.0,7.2,1.17,0.0,0.0,0.0,0.0
161,2.32,8.08,40.45,0.0,0.0,4.21,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,75.56,0.0,0.0,4.0,0.0,93.47,0.0,33.65,11060.62,171.84,0.0,7.2,1.17,0.0,0.0,0.0,0.0
162,2.33,8.26,40.58,0.0,0.0,4.55,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.17,0.0,24.57,0.0,80.39,0.0,0.0,0.0,0.0,93.47,0.0,37.25,11036.06,200.98,0.0,7.2,1.22,0.0,0.0,0.0,0.0
163,2.24,7.87,38.33,0.0,0.0,4.9,0.0,19.16,14.29,7.66,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.51,0.0,0.0,0.0,0.0,93.47,0.0,37.08,11011.49,200.98,0.0,7.2,1.27,0.0,0.0,0.0,0.0
164,2.11,7.26,35.0,0.0,0.0,4.57,12.86,1.35,14.29,0.54,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,86.84,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10986.92,200.98,0.0,7.2,1.29,0.0,0.0,0.0,0.0
165,1.92,6.6,32.22,0.0,0.0,4.22,12.86,4.97,14.29,1.99,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,84.3,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10962.36,200.98,0.0,7.2,1.26,0.0,0.0,0.0,0.0
166,1.72,6.0,31.28,0.0,0.0,3.95,12.86,1.56,14.29,0.62,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,80.94,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10937.79,200.98,0.0,7.2,1.22,0.0,0.0,0.0,0.0
167,1.57,5.7,30.52,0.0,0.0,3.99,0.0,34.4,14.29,13.76,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,80.04,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10913.23,200.98,0.0,7.2,1.21,0.0,0.0,0.0,0.0
168,1.52,5.79,31.04,0.0,0.0,4.01,12.81,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,79.67,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10888.66,200.98,0.0,7.2,1.21,0.0,0.0,0.0,0.0
169,1.56,6.15,31.87,0.0,0.0,3.85,8.42,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,76.34,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10864.1,200.98,0.0,7.2,1.17,0.0,0.0,0.0,0.0
170,1.62,6.43,32.45,0.0,0.0,3.66,0.0,6.66,14.29,2.66,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,71.34,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10839.53,200.98,0.0,7.2,1.12,0.0,0.0,0.0,0.0
171,1.67,6.57,32.44,0.0,0.0,3.62,0.0,2.72,14.29,1.09,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,69.9,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10814.97,200.98,0.0,7.2,1.1,0.0,0.0,0.0,0.0
172,1.67,6.58,32.47,0.0,0.0,3.55,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.24,0.0,24.57,0.0,69.01,0.0,0.0,0.0,0.0,93.47,0.0,37.08,10790.4,200.98,0.0,7.2,1.09,0.0,0.0,0.0,0.0
173,1.64,6.43,32.76,0.0,0.0,3.51,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.58,0.0,24.57,0.0,69.41,0.0,0.0,0.0,0.0,93.47,0.0,36.82,10765.83,200.98,0.0,7.2,1.1,0.0,0.0,0.0,0.0
174,1.57,6.11,32.64,0.0,0.0,3.48,0.0,0.0,14.29,0.0,8.15,4.96,11.4,4.95,0.0,0.0,0.0,24.57,0.0,73.24,0.0,0.0,0.0,0.0,93.47,0.0,36.21,10741.27,200.98,0.0,2.25,6.09,0.0,0.0,0.0,0.0
175,1.5,5.7,32.56,0.57,0.0,3.75,10.42,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,78.99,0.0,0.0,0.0,0.0,87.97,0.0,36.21,10716.7,200.98,0.0,7.2,1.2,0.0,0.0,0.0,0.0
176,1.47,5.3,31.31,5.53,0.0,4.18,10.46,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,82.76,0.0,0.0,0.0,0.0,87.97,0.0,36.21,10692.14,200.98,0.0,7.2,1.24,0.0,0.0,0.0,0.0
177,1.45,4.63,28.91,12.61,0.0,4.28,8.73,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.11,0.0,0.0,0.0,0.0,87.97,0.0,36.21,10667.57,200.98,0.0,7.2,1.27,0.0,0.0,0.0,0.0
178,1.44,4.37,27.7,19.08,0.0,4.18,4.52,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.79,0.0,0.0,0.0,0.0,87.97,0.0,36.21,10643.01,200.98,0.0,7.2,1.28,0.0,0.0,0.0,0.0
179,1.48,4.23,27.76,22.21,0.0,4.07,1.69,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.94,0.0,0.0,0.0,0.0,87.97,0.0,36.21,10618.44,200.98,0.0,7.2,1.28,0.0,0.0,0.0,0.0
